custom_id,unique_id,text,label,perturbation_type,gold,predicted,finish_reason,correct
294,mf_0058,The sweet smell of success: Innovation and internationalisation in France: Global Family Business Survey 2016: PwC,Business & Management,p5_fewshot,A,A,stop,1
295,mf_0059,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p1_format,B,A,stop,0
296,mf_0059,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p1_format_soft,B,A,stop,0
297,mf_0059,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p2_complexity,B,A,stop,0
298,mf_0059,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p4_role,B,A,stop,0
299,mf_0059,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p5_fewshot,B,B,stop,1
300,mf_0060,The World in 2050,Government & Controls,p1_format,C,B,stop,0
301,mf_0060,The World in 2050,Government & Controls,p1_format_soft,C,F,stop,0
302,mf_0060,The World in 2050,Government & Controls,p2_complexity,C,B,stop,0
303,mf_0060,The World in 2050,Government & Controls,p4_role,C,B,stop,0
304,mf_0060,The World in 2050,Government & Controls,p5_fewshot,C,F,stop,0
305,mf_0061,IFRS disclosure checklist 2012,Tax & Accounting,p1_format,E,E,stop,1
306,mf_0061,IFRS disclosure checklist 2012,Tax & Accounting,p1_format_soft,E,E,stop,1
307,mf_0061,IFRS disclosure checklist 2012,Tax & Accounting,p2_complexity,E,E,stop,1
308,mf_0061,IFRS disclosure checklist 2012,Tax & Accounting,p4_role,E,E,stop,1
309,mf_0061,IFRS disclosure checklist 2012,Tax & Accounting,p5_fewshot,E,E,stop,1
310,mf_0062,Deal summary Caverion Corporation / Huurre Group Oy,Finance,p1_format,B,B,stop,1
311,mf_0062,Deal summary Caverion Corporation / Huurre Group Oy,Finance,p1_format_soft,B,B,stop,1
312,mf_0062,Deal summary Caverion Corporation / Huurre Group Oy,Finance,p2_complexity,B,B,stop,1
313,mf_0062,Deal summary Caverion Corporation / Huurre Group Oy,Finance,p4_role,B,A,stop,0
314,mf_0062,Deal summary Caverion Corporation / Huurre Group Oy,Finance,p5_fewshot,B,A,stop,0
315,mf_0063,New Chief Data Scientist for PwC Finland,Technology,p1_format,F,F,stop,1
316,mf_0063,New Chief Data Scientist for PwC Finland,Technology,p1_format_soft,F,F,stop,1
317,mf_0063,New Chief Data Scientist for PwC Finland,Technology,p2_complexity,F,F,stop,1
318,mf_0063,New Chief Data Scientist for PwC Finland,Technology,p4_role,F,F,stop,1
319,mf_0063,New Chief Data Scientist for PwC Finland,Technology,p5_fewshot,F,F,stop,1
320,mf_0064,Tax Flash: Incentives for the establishment of Shared Services Centers in Greece,Tax & Accounting,p1_format,E,E,stop,1
321,mf_0064,Tax Flash: Incentives for the establishment of Shared Services Centers in Greece,Tax & Accounting,p1_format_soft,E,E,stop,1
322,mf_0064,Tax Flash: Incentives for the establishment of Shared Services Centers in Greece,Tax & Accounting,p2_complexity,E,E,stop,1
323,mf_0064,Tax Flash: Incentives for the establishment of Shared Services Centers in Greece,Tax & Accounting,p4_role,E,E,stop,1
324,mf_0064,Tax Flash: Incentives for the establishment of Shared Services Centers in Greece,Tax & Accounting,p5_fewshot,E,E,stop,1
325,mf_0065,European cities hotel forecast,Industry,p1_format,D,D,stop,1
326,mf_0065,European cities hotel forecast,Industry,p1_format_soft,D,D,stop,1
327,mf_0065,European cities hotel forecast,Industry,p2_complexity,D,D,stop,1
328,mf_0065,European cities hotel forecast,Industry,p4_role,D,D,stop,1
329,mf_0065,European cities hotel forecast,Industry,p5_fewshot,D,D,stop,1
330,mf_0066,The Global State of Information Security Survey: 2017,Technology,p1_format,F,F,stop,1
331,mf_0066,The Global State of Information Security Survey: 2017,Technology,p1_format_soft,F,F,stop,1
332,mf_0066,The Global State of Information Security Survey: 2017,Technology,p2_complexity,F,F,stop,1
333,mf_0066,The Global State of Information Security Survey: 2017,Technology,p4_role,F,F,stop,1
334,mf_0066,The Global State of Information Security Survey: 2017,Technology,p5_fewshot,F,F,stop,1
335,mf_0067,Audit and Assurance Services,Tax & Accounting,p1_format,E,E,stop,1
336,mf_0067,Audit and Assurance Services,Tax & Accounting,p1_format_soft,E,E,stop,1
337,mf_0067,Audit and Assurance Services,Tax & Accounting,p2_complexity,E,E,stop,1
338,mf_0067,Audit and Assurance Services,Tax & Accounting,p4_role,E,E,stop,1
339,mf_0067,Audit and Assurance Services,Tax & Accounting,p5_fewshot,E,E,stop,1
340,mf_0068,Tech breakthroughs megatrend: how to prepare for its impact,Technology,p1_format,F,F,stop,1
341,mf_0068,Tech breakthroughs megatrend: how to prepare for its impact,Technology,p1_format_soft,F,F,stop,1
342,mf_0068,Tech breakthroughs megatrend: how to prepare for its impact,Technology,p2_complexity,F,F,stop,1
343,mf_0068,Tech breakthroughs megatrend: how to prepare for its impact,Technology,p4_role,F,F,stop,1
344,mf_0068,Tech breakthroughs megatrend: how to prepare for its impact,Technology,p5_fewshot,F,F,stop,1
345,mf_0069,Fit for Growth - Strategy&,Business & Management,p1_format,A,A,stop,1
346,mf_0069,Fit for Growth - Strategy&,Business & Management,p1_format_soft,A,A,stop,1
347,mf_0069,Fit for Growth - Strategy&,Business & Management,p2_complexity,A,A,stop,1
348,mf_0069,Fit for Growth - Strategy&,Business & Management,p4_role,A,A,stop,1
349,mf_0069,Fit for Growth - Strategy&,Business & Management,p5_fewshot,A,A,stop,1
350,mf_0070,Global wage projections to 2030,Government & Controls,p1_format,C,A,stop,0
351,mf_0070,Global wage projections to 2030,Government & Controls,p1_format_soft,C,A,stop,0
352,mf_0070,Global wage projections to 2030,Government & Controls,p2_complexity,C,A,stop,0
353,mf_0070,Global wage projections to 2030,Government & Controls,p4_role,C,A,stop,0
354,mf_0070,Global wage projections to 2030,Government & Controls,p5_fewshot,C,B,stop,0
355,mf_0071,Diploma in IFRS by ACCA,Tax & Accounting,p1_format,E,E,stop,1
356,mf_0071,Diploma in IFRS by ACCA,Tax & Accounting,p1_format_soft,E,E,stop,1
357,mf_0071,Diploma in IFRS by ACCA,Tax & Accounting,p2_complexity,E,E,stop,1
358,mf_0071,Diploma in IFRS by ACCA,Tax & Accounting,p4_role,E,E,stop,1
359,mf_0071,Diploma in IFRS by ACCA,Tax & Accounting,p5_fewshot,E,E,stop,1
360,mf_0072,Asset Management 2020 – A Brave New World,Finance,p1_format,B,B,stop,1
361,mf_0072,Asset Management 2020 – A Brave New World,Finance,p1_format_soft,B,B,stop,1
362,mf_0072,Asset Management 2020 – A Brave New World,Finance,p2_complexity,B,B,stop,1
363,mf_0072,Asset Management 2020 – A Brave New World,Finance,p4_role,B,B,stop,1
364,mf_0072,Asset Management 2020 – A Brave New World,Finance,p5_fewshot,B,B,stop,1
365,mf_0073,The Healthy Sense Award: applications are now open,Industry,p1_format,D,A,stop,0
366,mf_0073,The Healthy Sense Award: applications are now open,Industry,p1_format_soft,D,A,stop,0
367,mf_0073,The Healthy Sense Award: applications are now open,Industry,p2_complexity,D,D,stop,1
368,mf_0073,The Healthy Sense Award: applications are now open,Industry,p4_role,D,A,stop,0
369,mf_0073,The Healthy Sense Award: applications are now open,Industry,p5_fewshot,D,A,stop,0
370,mf_0074,Compliance in 2025 - Resilience: A journal of strategy and risk,Government & Controls,p1_format,C,C,stop,1
371,mf_0074,Compliance in 2025 - Resilience: A journal of strategy and risk,Government & Controls,p1_format_soft,C,C,stop,1
372,mf_0074,Compliance in 2025 - Resilience: A journal of strategy and risk,Government & Controls,p2_complexity,C,A,stop,0
373,mf_0074,Compliance in 2025 - Resilience: A journal of strategy and risk,Government & Controls,p4_role,C,C,stop,1
374,mf_0074,Compliance in 2025 - Resilience: A journal of strategy and risk,Government & Controls,p5_fewshot,C,C,stop,1
375,mf_0075,"Tax and legal news, November 2018",Tax & Accounting,p1_format,E,E,stop,1
376,mf_0075,"Tax and legal news, November 2018",Tax & Accounting,p1_format_soft,E,E,stop,1
377,mf_0075,"Tax and legal news, November 2018",Tax & Accounting,p2_complexity,E,E,stop,1
378,mf_0075,"Tax and legal news, November 2018",Tax & Accounting,p4_role,E,E,stop,1
379,mf_0075,"Tax and legal news, November 2018",Tax & Accounting,p5_fewshot,E,E,stop,1
380,mf_0076,Commercial and market due diligence,Finance,p1_format,B,B,stop,1
381,mf_0076,Commercial and market due diligence,Finance,p1_format_soft,B,B,stop,1
382,mf_0076,Commercial and market due diligence,Finance,p2_complexity,B,A,stop,0
383,mf_0076,Commercial and market due diligence,Finance,p4_role,B,B,stop,1
384,mf_0076,Commercial and market due diligence,Finance,p5_fewshot,B,B,stop,1
385,mf_0077,Retail tax in Poland | Tax provision is legal,Industry,p1_format,D,E,stop,0
386,mf_0077,Retail tax in Poland | Tax provision is legal,Industry,p1_format_soft,D,E,stop,0
387,mf_0077,Retail tax in Poland | Tax provision is legal,Industry,p2_complexity,D,E,stop,0
388,mf_0077,Retail tax in Poland | Tax provision is legal,Industry,p4_role,D,E,stop,0
389,mf_0077,Retail tax in Poland | Tax provision is legal,Industry,p5_fewshot,D,E,stop,0
390,mf_0078,Human rights statement,Business & Management,p1_format,A,C,stop,0
391,mf_0078,Human rights statement,Business & Management,p1_format_soft,A,C,stop,0
392,mf_0078,Human rights statement,Business & Management,p2_complexity,A,C,stop,0
393,mf_0078,Human rights statement,Business & Management,p4_role,A,C,stop,0
394,mf_0078,Human rights statement,Business & Management,p5_fewshot,A,C,stop,0
395,mf_0079,Innovation and entrepreneurship,Business & Management,p1_format,A,A,stop,1
396,mf_0079,Innovation and entrepreneurship,Business & Management,p1_format_soft,A,A,stop,1
397,mf_0079,Innovation and entrepreneurship,Business & Management,p2_complexity,A,A,stop,1
398,mf_0079,Innovation and entrepreneurship,Business & Management,p4_role,A,A,stop,1
399,mf_0079,Innovation and entrepreneurship,Business & Management,p5_fewshot,A,A,stop,1
400,mf_0080,PwC's CXO Survey 2018,Business & Management,p1_format,A,A,stop,1
401,mf_0080,PwC's CXO Survey 2018,Business & Management,p1_format_soft,A,A,stop,1
402,mf_0080,PwC's CXO Survey 2018,Business & Management,p2_complexity,A,A,stop,1
403,mf_0080,PwC's CXO Survey 2018,Business & Management,p4_role,A,A,stop,1
404,mf_0080,PwC's CXO Survey 2018,Business & Management,p5_fewshot,A,A,stop,1
405,mf_0081,Emerging Markets: Driving the payments transformation,Finance,p1_format,B,F,stop,0
406,mf_0081,Emerging Markets: Driving the payments transformation,Finance,p1_format_soft,B,B,stop,1
407,mf_0081,Emerging Markets: Driving the payments transformation,Finance,p2_complexity,B,F,stop,0
408,mf_0081,Emerging Markets: Driving the payments transformation,Finance,p4_role,B,F,stop,0
409,mf_0081,Emerging Markets: Driving the payments transformation,Finance,p5_fewshot,B,F,stop,0
410,mf_0082,From Przemyśl to premieres: Growing a global brand in Poland: Global Family Business Survey 2016: PwC,Business & Management,p1_format,A,A,stop,1
411,mf_0082,From Przemyśl to premieres: Growing a global brand in Poland: Global Family Business Survey 2016: PwC,Business & Management,p1_format_soft,A,A,stop,1
412,mf_0082,From Przemyśl to premieres: Growing a global brand in Poland: Global Family Business Survey 2016: PwC,Business & Management,p2_complexity,A,A,stop,1
413,mf_0082,From Przemyśl to premieres: Growing a global brand in Poland: Global Family Business Survey 2016: PwC,Business & Management,p4_role,A,A,stop,1
414,mf_0082,From Przemyśl to premieres: Growing a global brand in Poland: Global Family Business Survey 2016: PwC,Business & Management,p5_fewshot,A,A,stop,1
415,mf_0083,Companies shifting more R&D spending away from physical products to software and services: 2016 Global Innovation 1000 Study,Business & Management,p1_format,A,F,stop,0
416,mf_0083,Companies shifting more R&D spending away from physical products to software and services: 2016 Global Innovation 1000 Study,Business & Management,p1_format_soft,A,F,stop,0
417,mf_0083,Companies shifting more R&D spending away from physical products to software and services: 2016 Global Innovation 1000 Study,Business & Management,p2_complexity,A,F,stop,0
418,mf_0083,Companies shifting more R&D spending away from physical products to software and services: 2016 Global Innovation 1000 Study,Business & Management,p4_role,A,F,stop,0
419,mf_0083,Companies shifting more R&D spending away from physical products to software and services: 2016 Global Innovation 1000 Study,Business & Management,p5_fewshot,A,F,stop,0
420,mf_0084,Deal summary Europcar franchises in Finland and Norway / Europcar Mobility Group SA,Finance,p1_format,B,A,stop,0
421,mf_0084,Deal summary Europcar franchises in Finland and Norway / Europcar Mobility Group SA,Finance,p1_format_soft,B,A,stop,0
422,mf_0084,Deal summary Europcar franchises in Finland and Norway / Europcar Mobility Group SA,Finance,p2_complexity,B,A,stop,0
423,mf_0084,Deal summary Europcar franchises in Finland and Norway / Europcar Mobility Group SA,Finance,p4_role,B,A,stop,0
424,mf_0084,Deal summary Europcar franchises in Finland and Norway / Europcar Mobility Group SA,Finance,p5_fewshot,B,A,stop,0
425,mf_0085,Creating value beyond the deal: Private Equity,Finance,p1_format,B,B,stop,1
426,mf_0085,Creating value beyond the deal: Private Equity,Finance,p1_format_soft,B,B,stop,1
427,mf_0085,Creating value beyond the deal: Private Equity,Finance,p2_complexity,B,B,stop,1
428,mf_0085,Creating value beyond the deal: Private Equity,Finance,p4_role,B,B,stop,1
429,mf_0085,Creating value beyond the deal: Private Equity,Finance,p5_fewshot,B,B,stop,1
430,mf_0086,Due diligence,Finance,p1_format,B,B,stop,1
431,mf_0086,Due diligence,Finance,p1_format_soft,B,B,stop,1
432,mf_0086,Due diligence,Finance,p2_complexity,B,B,stop,1
433,mf_0086,Due diligence,Finance,p4_role,B,B,stop,1
434,mf_0086,Due diligence,Finance,p5_fewshot,B,B,stop,1
435,mf_0087,Deal summary Procuritas AB  / Procuritas AB,Finance,p1_format,B,B,stop,1
436,mf_0087,Deal summary Procuritas AB  / Procuritas AB,Finance,p1_format_soft,B,B,stop,1
437,mf_0087,Deal summary Procuritas AB  / Procuritas AB,Finance,p2_complexity,B,B,stop,1
438,mf_0087,Deal summary Procuritas AB  / Procuritas AB,Finance,p4_role,B,B,stop,1
439,mf_0087,Deal summary Procuritas AB  / Procuritas AB,Finance,p5_fewshot,B,B,stop,1
440,mf_0088,Central Bank Digital Currency,Finance,p1_format,B,B,stop,1
441,mf_0088,Central Bank Digital Currency,Finance,p1_format_soft,B,B,stop,1
442,mf_0088,Central Bank Digital Currency,Finance,p2_complexity,B,B,stop,1
443,mf_0088,Central Bank Digital Currency,Finance,p4_role,B,B,stop,1
444,mf_0088,Central Bank Digital Currency,Finance,p5_fewshot,B,B,stop,1
445,mf_0089,BEPS Documentation Rules Enacted in Turkey,Tax & Accounting,p1_format,E,E,stop,1
446,mf_0089,BEPS Documentation Rules Enacted in Turkey,Tax & Accounting,p1_format_soft,E,E,stop,1
447,mf_0089,BEPS Documentation Rules Enacted in Turkey,Tax & Accounting,p2_complexity,E,E,stop,1
448,mf_0089,BEPS Documentation Rules Enacted in Turkey,Tax & Accounting,p4_role,E,E,stop,1
449,mf_0089,BEPS Documentation Rules Enacted in Turkey,Tax & Accounting,p5_fewshot,E,E,stop,1
450,mf_0090,Work in the European Union – taxes and contributions,Business & Management,p1_format,A,E,stop,0
451,mf_0090,Work in the European Union – taxes and contributions,Business & Management,p1_format_soft,A,E,stop,0
452,mf_0090,Work in the European Union – taxes and contributions,Business & Management,p2_complexity,A,E,stop,0
453,mf_0090,Work in the European Union – taxes and contributions,Business & Management,p4_role,A,E,stop,0
454,mf_0090,Work in the European Union – taxes and contributions,Business & Management,p5_fewshot,A,E,stop,0
455,mf_0091,Virtual reality,Technology,p1_format,F,F,stop,1
456,mf_0091,Virtual reality,Technology,p1_format_soft,F,F,stop,1
457,mf_0091,Virtual reality,Technology,p2_complexity,F,F,stop,1
458,mf_0091,Virtual reality,Technology,p4_role,F,F,stop,1
459,mf_0091,Virtual reality,Technology,p5_fewshot,F,F,stop,1
460,mf_0092,Tax and legal news 10 March 2016,Tax & Accounting,p1_format,E,E,stop,1
461,mf_0092,Tax and legal news 10 March 2016,Tax & Accounting,p1_format_soft,E,E,stop,1
462,mf_0092,Tax and legal news 10 March 2016,Tax & Accounting,p2_complexity,E,E,stop,1
463,mf_0092,Tax and legal news 10 March 2016,Tax & Accounting,p4_role,E,E,stop,1
464,mf_0092,Tax and legal news 10 March 2016,Tax & Accounting,p5_fewshot,E,E,stop,1
465,mf_0093,Newspaper publishing,Industry,p1_format,D,D,stop,1
466,mf_0093,Newspaper publishing,Industry,p1_format_soft,D,D,stop,1
467,mf_0093,Newspaper publishing,Industry,p2_complexity,D,D,stop,1
468,mf_0093,Newspaper publishing,Industry,p4_role,D,D,stop,1
469,mf_0093,Newspaper publishing,Industry,p5_fewshot,D,D,stop,1
470,mf_0094,20th CEO Survey: Key findings from the banking and capital markets industry,Finance,p1_format,B,B,stop,1
471,mf_0094,20th CEO Survey: Key findings from the banking and capital markets industry,Finance,p1_format_soft,B,B,stop,1
472,mf_0094,20th CEO Survey: Key findings from the banking and capital markets industry,Finance,p2_complexity,B,B,stop,1
